,pdb,Hchain,Lchain,antigen_chain,resolution,date,mrc,antibody_selection,antigen_selection
1512,7rso,I,K,D,4.1,08/11/21,24676,chain I or chain K,chain D
1513,7rso,H,L,A,4.1,08/11/21,24676,chain H or chain L,chain A
1514,7rso,G,J,C,4.1,08/11/21,24676,chain G or chain J,chain C
1515,7l02,M,K,A,3.2,12/10/20,23094,chain M or chain K,chain A
1516,7l02,H,L,T,3.2,12/10/20,23094,chain H or chain L,chain T
1518,7uaq,H,L,A,3.1,03/13/22,26430,chain H or chain L,chain A
1519,7lbe,H,G,A,2.9,01/07/21,23252,chain H or chain G,chain A
1520,7lbe,F,E,A,2.9,01/07/21,23252,chain F or chain E,chain A
1521,7ks9,H,L,B,4.75,11/21/20,23016,chain H or chain L,chain B
1528,6x98,F,E,C,3.38,06/02/20,22104,chain F or chain E,chain C
1529,6x98,H,L,A,3.38,06/02/20,22104,chain H or chain L,chain A
1530,6x98,K,J,G,3.38,06/02/20,22104,chain K or chain J,chain G
1531,7f63,H,L,A,3.9,06/24/21,31471,chain H or chain L,chain A
1534,7jv4,F,G,C,3.4,08/20/20,22492,chain F or chain G,chain C
1535,7jv4,H,L,A,3.4,08/20/20,22492,chain H or chain L,chain A
1536,7jv4,D,E,B,3.4,08/20/20,22492,chain D or chain E,chain B
1537,6qd8,H,L,F | E,3.3,01/01/19,4521,chain H or chain L,chain F or chain E
1538,6qd8,Q,Y,B | A,3.3,01/01/19,4521,chain Q or chain Y,chain B or chain A
1539,6qd8,W,Z,D | C,3.3,01/01/19,4521,chain W or chain Z,chain D or chain C
1540,7po5,H,L,A,3.9,09/08/21,13563,chain H or chain L,chain A
1541,7po5,Z,D,B,3.9,09/08/21,13563,chain Z or chain D,chain B
1542,7po5,X,F,C,3.9,09/08/21,13563,chain X or chain F,chain C
1543,6x40,J,I,B,2.86,05/21/20,22038,chain J or chain I,chain B
1544,6x40,K,L,D,2.86,05/21/20,22038,chain K or chain L,chain D
1548,7wro,H,L,R,3.4,01/27/22,32734,chain H or chain L,chain R
1549,7mep,I,G,E,3.5,04/07/21,23801,chain I or chain G,chain E
1550,7mep,N,K,D | B,3.5,04/07/21,23801,chain N or chain K,chain D or chain B
1551,7mep,H,L,A,3.5,04/07/21,23801,chain H or chain L,chain A
1552,7mep,M,J,C | F,3.5,04/07/21,23801,chain M or chain J,chain C or chain F
1553,7t4q,J,K,A,2.9,12/10/21,25685,chain J or chain K,chain A
1554,7t4q,F,G,C | E,2.9,12/10/21,25685,chain F or chain G,chain C or chain E
1555,7t4q,I,H,D | B,2.9,12/10/21,25685,chain I or chain H,chain D or chain B
1556,7l0l,G,J,E | C,2.85,12/11/20,23098,chain G or chain J,chain E or chain C
1557,7l0l,H,L,B | A,2.85,12/11/20,23098,chain H or chain L,chain B or chain A
1558,7l0l,I,K,F | D,2.85,12/11/20,23098,chain I or chain K,chain F or chain D
1561,7cwl,I,K,C,3.8,08/29/20,30482,chain I or chain K,chain C
1562,7cwl,H,L,A,3.8,08/29/20,30482,chain H or chain L,chain A
1563,7cwl,G,J,B,3.8,08/29/20,30482,chain G or chain J,chain B
1574,7wlz,P,O,B | A,2.98,01/14/22,32595,chain P or chain O,chain B or chain A
1575,7czs,I,M,B,3.6,09/09/20,30515,chain I or chain M,chain B
1576,7czs,H,K,A,3.6,09/09/20,30515,chain H or chain K,chain A
1577,7czs,J,N,C,3.6,09/09/20,30515,chain J or chain N,chain C
1588,7k90,M,N,A,3.24,09/27/20,22737,chain M or chain N,chain A
1589,7k90,O,P,C,3.24,09/27/20,22737,chain O or chain P,chain C
1590,7k90,H,L,B,3.24,09/27/20,22737,chain H or chain L,chain B
1591,7sht,H,L,B,7.29,10/11/21,25136,chain H or chain L,chain B
1592,7sht,J,K,D,7.29,10/11/21,25136,chain J or chain K,chain D
1593,7e8f,C,B,R,3.18,03/01/21,31017,chain C or chain B,chain R
1594,7e8f,D,E,R,3.18,03/01/21,31017,chain D or chain E,chain R
1595,7e8f,H,L,A,3.18,03/01/21,31017,chain H or chain L,chain A
1596,7kr5,O,P,F | E,3.3,11/18/20,23002,chain O or chain P,chain F or chain E
1597,7kr5,H,L,B | A,3.3,11/18/20,23002,chain H or chain L,chain B or chain A
1598,7kr5,M,N,D | C,3.3,11/18/20,23002,chain M or chain N,chain D or chain C
1599,7dd8,A,B,C | D,7.5,10/28/20,30649,chain A or chain B,chain C or chain D
1603,6xcm,H,L,C,3.42,06/08/20,22127,chain H or chain L,chain C
1604,6xcm,N,S,B,3.42,06/08/20,22127,chain N or chain S,chain B
1605,7jv6,F,G,E,3.0,08/20/20,22494,chain F or chain G,chain E
1606,7jv6,H,L,A,3.0,08/20/20,22494,chain H or chain L,chain A
1607,7jv6,C,D,B,3.0,08/20/20,22494,chain C or chain D,chain B
1608,7cvy,N,O,L,5.2,08/27/20,30476,chain N or chain O,chain L
1609,7cvy,D,E,B,5.2,08/27/20,30476,chain D or chain E,chain B
1610,7cvy,S,T,Q,5.2,08/27/20,30476,chain S or chain T,chain Q
1611,7cvy,I,J,G,5.2,08/27/20,30476,chain I or chain J,chain G
1612,7t3d,O,Q,G,3.2,12/07/21,25655,chain O or chain Q,chain G
1613,7t3d,H,L,B,3.2,12/07/21,25655,chain H or chain L,chain B
1614,7t3d,K,N,F,3.2,12/07/21,25655,chain K or chain N,chain F
1615,7t3d,P,R,I,3.2,12/07/21,25655,chain P or chain R,chain I
1616,7t3d,J,M,E,3.2,12/07/21,25655,chain J or chain M,chain E
1617,7t3d,C,D,A,3.2,12/07/21,25655,chain C or chain D,chain A
1620,7r7n,H,L,E,3.95,06/25/21,24299,chain H or chain L,chain E
1621,7q9g,H,L,A,3.3,11/12/21,13869,chain H or chain L,chain A
1622,7q9g,E,F,B,3.3,11/12/21,13869,chain E or chain F,chain B
1623,6opq,H,L,A,3.8,04/25/19,20153,chain H or chain L,chain A
1624,6opq,M,O,E,3.8,04/25/19,20153,chain M or chain O,chain E
1625,6opq,K,N,D,3.8,04/25/19,20153,chain K or chain N,chain D
1628,6vo1,G,J,C,3.88,01/29/20,21257,chain G or chain J,chain C
1629,6vo1,H,L,A,3.88,01/29/20,21257,chain H or chain L,chain A
1630,6vo1,I,K,D,3.88,01/29/20,21257,chain I or chain K,chain D
1633,7lcn,B,D,A,3.35,01/11/21,23277,chain B or chain D,chain A
1634,7lcn,H,L,C,3.35,01/11/21,23277,chain H or chain L,chain C
1635,7lcn,M,S,K,3.35,01/11/21,23277,chain M or chain S,chain K
1636,7ej5,J,N,C,3.5,04/01/21,30670,chain J or chain N,chain C
1637,7ej5,H,L,A,3.5,04/01/21,30670,chain H or chain L,chain A
1638,7ej5,I,M,B,3.5,04/01/21,30670,chain I or chain M,chain B
1639,7lxw,H,L,A,2.8,03/05/21,23577,chain H or chain L,chain A
1640,7dk7,a,b,A,9.7,11/23/20,30705,chain a or chain b,chain A
1641,7dk7,e,f,C,9.7,11/23/20,30705,chain e or chain f,chain C
1642,7dk7,c,d,B,9.7,11/23/20,30705,chain c or chain d,chain B
1643,7rbv,H,L,B | C,3.6,07/06/21,24403,chain H or chain L,chain B or chain C
1644,7rbv,h,l,A,3.6,07/06/21,24403,chain h or chain l,chain A
1645,7l09,H,L,T,3.1,12/11/20,23097,chain H or chain L,chain T
1646,7l09,M,K,A,3.1,12/11/20,23097,chain M or chain K,chain A
1654,7n28,S,U,G,4.2,05/28/21,24128,chain S or chain U,chain G
1655,7n28,X,Y,F,4.2,05/28/21,24128,chain X or chain Y,chain F
1656,7n28,J,K,F,4.2,05/28/21,24128,chain J or chain K,chain F
1657,7n28,C,D,A,4.2,05/28/21,24128,chain C or chain D,chain A
1658,7m6f,C,D,E,3.9,03/25/21,23694,chain C or chain D,chain E
1659,7m6f,H,L,A,3.9,03/25/21,23694,chain H or chain L,chain A
1661,7swo,H,L,A,4.1,11/20/21,25477,chain H or chain L,chain A
1665,7v3h,G,H,A,3.6,08/10/21,31679,chain G or chain H,chain A
1666,7v3h,K,L,B,3.6,08/10/21,31679,chain K or chain L,chain B
1667,7v3h,I,M,C,3.6,08/10/21,31679,chain I or chain M,chain C
1668,7kej,H,K,B,3.8,10/11/20,22839,chain H or chain K,chain B
1669,7kej,I,L,C,3.8,10/11/20,22839,chain I or chain L,chain C
1670,7kej,G,J,A,3.8,10/11/20,22839,chain G or chain J,chain A
1671,6nfc,C,D,I | E,3.43,12/19/18,7885,chain C or chain D,chain I or chain E
1672,6nfc,K,N,B | F,3.43,12/19/18,7885,chain K or chain N,chain B or chain F
1673,6nfc,J,M,G,3.43,12/19/18,7885,chain J or chain M,chain G
1674,6nfc,H,L,A,3.43,12/19/18,7885,chain H or chain L,chain A
1675,7k3b,L,K,E | F,3.4,09/10/20,22655,chain L or chain K,chain E or chain F
1676,7k3b,H,G,A | B,3.4,09/10/20,22655,chain H or chain G,chain A or chain B
1677,7k3b,J,I,C | D,3.4,09/10/20,22655,chain J or chain I,chain C or chain D
1680,7czv,H,K,A,3.3,09/09/20,30518,chain H or chain K,chain A
1681,7czv,J,N,C,3.3,09/09/20,30518,chain J or chain N,chain C
1682,7czv,I,M,B,3.3,09/09/20,30518,chain I or chain M,chain B
1686,7czr,H,K,A,3.5,09/09/20,30514,chain H or chain K,chain A
1687,7czr,J,N,C,3.5,09/09/20,30514,chain J or chain N,chain C
1688,6orp,D,E,B,4.4,04/30/19,20177,chain D or chain E,chain B
1689,6orp,J,K,I,4.4,04/30/19,20177,chain J or chain K,chain I
1690,6orp,H,L,G,4.4,04/30/19,20177,chain H or chain L,chain G
1692,7rkv,D,H,B,3.45,07/22/21,24504,chain D or chain H,chain B
1693,7rkv,G,L,C,3.45,07/22/21,24504,chain G or chain L,chain C
1694,7rkv,E,F,A,3.45,07/22/21,24504,chain E or chain F,chain A
1695,7tat,D,E,B,3.2,12/21/21,25784,chain D or chain E,chain B
1696,7tat,H,L,A,3.2,12/21/21,25784,chain H or chain L,chain A
1697,7tat,F,G,C,3.2,12/21/21,25784,chain F or chain G,chain C
1699,7wrz,H,L,R,3.26,01/28/22,32738,chain H or chain L,chain R
1703,7kex,G,J,A,4.25,10/13/20,22842,chain G or chain J,chain A
1704,7kex,H,K,B,4.25,10/13/20,22842,chain H or chain K,chain B
1705,7kex,I,L,C,4.25,10/13/20,22842,chain I or chain L,chain C
1706,7n8h,E,D,A,2.3,06/14/21,24236,chain E or chain D,chain A
1707,7n8h,M,L,K,2.3,06/14/21,24236,chain M or chain L,chain K
1708,7n8h,H,G,F,2.3,06/14/21,24236,chain H or chain G,chain F
1709,7n8h,O,N,K,2.3,06/14/21,24236,chain O or chain N,chain K
1710,7n8h,J,I,F,2.3,06/14/21,24236,chain J or chain I,chain F
1711,7n8h,C,B,A,2.3,06/14/21,24236,chain C or chain B,chain A
1712,7m7h,E,F,B,4.1,03/28/21,23713,chain E or chain F,chain B
1713,7m7h,C,D,A,4.1,03/28/21,23713,chain C or chain D,chain A
1714,7k8t,O,P,A,3.4,09/27/20,22730,chain O or chain P,chain A
1715,7k8t,H,L,C,3.4,09/27/20,22730,chain H or chain L,chain C
1716,7k8t,M,N,B,3.4,09/27/20,22730,chain M or chain N,chain B
1717,7k7i,X,Y,E,3.13,09/22/20,22700,chain X or chain Y,chain E
1718,7k7i,M,N,C,3.13,09/22/20,22700,chain M or chain N,chain C
1719,7k7i,H,L,A,3.13,09/22/20,22700,chain H or chain L,chain A
1720,7k7i,J,K,B,3.13,09/22/20,22700,chain J or chain K,chain B
1721,7k7i,P,Q,D,3.13,09/22/20,22700,chain P or chain Q,chain D
1722,7k9h,H,L,B | A,3.2,09/29/20,22748,chain H or chain L,chain B or chain A
1723,7k9h,I,M,C,3.2,09/29/20,22748,chain I or chain M,chain C
1727,6vo3,I,K,D,4.25,01/29/20,21258,chain I or chain K,chain D
1728,6vo3,G,J,C,4.25,01/29/20,21258,chain G or chain J,chain C
1729,6vo3,H,L,A,4.25,01/29/20,21258,chain H or chain L,chain A
1733,7uap,M,N,B,2.8,03/13/22,26429,chain M or chain N,chain B
1734,7uap,H,L,A,2.8,03/13/22,26429,chain H or chain L,chain A
1735,7uap,O,P,C,2.8,03/13/22,26429,chain O or chain P,chain C
1736,7sod,H,L,A,3.2,10/29/21,25267,chain H or chain L,chain A
1737,7fjn,I,J,A,3.25,08/04/21,31624,chain I or chain J,chain A
1738,7fjn,H,L,B,3.25,08/04/21,31624,chain H or chain L,chain B
1739,7ll1,H,L,A,3.73,02/03/21,23411,chain H or chain L,chain A
1740,7ll1,J,K,G,3.73,02/03/21,23411,chain J or chain K,chain G
1741,7ll1,E,F,C,3.73,02/03/21,23411,chain E or chain F,chain C
1742,7kf9,G,J,A,4.4,10/13/20,22847,chain G or chain J,chain A
1743,7kf9,I,L,C,4.4,10/13/20,22847,chain I or chain L,chain C
1744,7kf9,H,K,B,4.4,10/13/20,22847,chain H or chain K,chain B
1745,7sob,G,I,A,2.4,10/29/21,25265,chain G or chain I,chain A
1746,7sob,H,J,D,2.4,10/29/21,25265,chain H or chain J,chain D
1747,7sob,C,B,A,2.4,10/29/21,25265,chain C or chain B,chain A
1748,7sob,F,E,D,2.4,10/29/21,25265,chain F or chain E,chain D
1749,7sob,M,L,K,2.4,10/29/21,25265,chain M or chain L,chain K
1750,7sob,N,O,K,2.4,10/29/21,25265,chain N or chain O,chain K
1756,7kcr,H,L,C | A | E,4.0,10/07/20,22818,chain H or chain L,chain C or chain A or chain E
1757,7mjk,H,I,C,2.73,04/20/21,23876,chain H or chain I,chain C
1758,7mjk,D,E,A,2.73,04/20/21,23876,chain D or chain E,chain A
1759,7mjk,F,G,B,2.73,04/20/21,23876,chain F or chain G,chain B
1760,7c81,H,L,A | C,3.1,05/28/20,30304,chain H or chain L,chain A or chain C
1761,7sg4,H,L,A,3.43,10/04/21,25105,chain H or chain L,chain A
1762,7d3m,H,L,1 | 3,3.94,09/19/20,30560,chain H or chain L,chain 1 or chain 3
1763,7k8v,M,N,C,3.8,09/27/20,22732,chain M or chain N,chain C
1764,7k8v,H,L,A | B,3.8,09/27/20,22732,chain H or chain L,chain A or chain B
1765,7k8z,M,N,C,3.5,09/27/20,22736,chain M or chain N,chain C
1766,7k8z,H,L,A,3.5,09/27/20,22736,chain H or chain L,chain A
1767,7sfw,Q,R,H,3.2,10/04/21,25104,chain Q or chain R,chain H
1768,7sfw,S,T,K,3.2,10/04/21,25104,chain S or chain T,chain K
1769,7sfw,O,P,E,3.2,10/04/21,25104,chain O or chain P,chain E
1770,7sfw,M,N,B,3.2,10/04/21,25104,chain M or chain N,chain B
1774,7m7b,H,L,A,2.95,03/27/21,23709,chain H or chain L,chain A
1775,7p40,F,B,A,3.5,07/09/21,13190,chain F or chain B,chain A
1776,7p40,I,H,G,3.5,07/09/21,13190,chain I or chain H,chain G
1777,7p40,C,D,E,3.5,07/09/21,13190,chain C or chain D,chain E
1778,7tfn,I,J,B,4.0,01/06/22,25877,chain I or chain J,chain B
1779,7tfn,P,Q,C,4.0,01/06/22,25877,chain P or chain Q,chain C
1780,7tfn,H,L,A,4.0,01/06/22,25877,chain H or chain L,chain A
1781,7we7,H,L,D,3.8,12/23/21,32441,chain H or chain L,chain D
1782,7we7,K,N,G,3.8,12/23/21,32441,chain K or chain N,chain G
1783,7we7,J,M,E,3.8,12/23/21,32441,chain J or chain M,chain E
1791,7tfo,H,L,A,4.1,01/06/22,25878,chain H or chain L,chain A
1792,7tfo,P,Q,C,4.1,01/06/22,25878,chain P or chain Q,chain C
1793,7tfo,I,J,B,4.1,01/06/22,25878,chain I or chain J,chain B
1796,7faf,g,f,B,3.69,07/06/21,31503,chain g or chain f,chain B
1797,7faf,H,L,C,3.69,07/06/21,31503,chain H or chain L,chain C
1798,7faf,d,c,A,3.69,07/06/21,31503,chain d or chain c,chain A
1799,7k37,J,I,C | D,2.8,09/10/20,22652,chain J or chain I,chain C or chain D
1800,7k37,H,G,A | B,2.8,09/10/20,22652,chain H or chain G,chain A or chain B
1801,7k37,L,K,E | F,2.8,09/10/20,22652,chain L or chain K,chain E or chain F
1806,7l2f,H,L,A,3.9,12/16/20,23127,chain H or chain L,chain A
1807,7l2f,I,K,B,3.9,12/16/20,23127,chain I or chain K,chain B
1808,7l2f,G,J,C,3.9,12/16/20,23127,chain G or chain J,chain C
1813,7q9m,E,F,B,3.7,11/12/21,13873,chain E or chain F,chain B
1814,7q9m,H,L,C,3.7,11/12/21,13873,chain H or chain L,chain C
1815,7q9m,J,K,A,3.7,11/12/21,13873,chain J or chain K,chain A
1823,7czz,I,M,B,3.2,09/09/20,30522,chain I or chain M,chain B
1824,7czz,J,N,C,3.2,09/09/20,30522,chain J or chain N,chain C
1825,7czz,H,K,A,3.2,09/09/20,30522,chain H or chain K,chain A
1826,7d4g,N,G,B,3.9,09/23/20,30573,chain N or chain G,chain B
1830,7ld1,M,N,C,3.4,01/12/21,23279,chain M or chain N,chain C
1831,7ld1,P,O,A,3.4,01/12/21,23279,chain P or chain O,chain A
1832,7ld1,H,L,B,3.4,01/12/21,23279,chain H or chain L,chain B
1833,7kfe,G,I,B,6.6,10/13/20,22851,chain G or chain I,chain B
1834,7kfe,H,J,C,6.6,10/13/20,22851,chain H or chain J,chain C
1835,7kde,H,L,G,3.55,10/08/20,22820,chain H or chain L,chain G
1836,7kde,Q,R,C,3.55,10/08/20,22820,chain Q or chain R,chain C
1837,7kde,M,N,E,3.55,10/08/20,22820,chain M or chain N,chain E
1838,7kde,O,P,G | B,3.55,10/08/20,22820,chain O or chain P,chain G or chain B
1839,7kde,J,I,F,3.55,10/08/20,22820,chain J or chain I,chain F
1840,7kde,S,T,A,3.55,10/08/20,22820,chain S or chain T,chain A
1842,7ly2,F,C,B,2.5,03/05/21,23582,chain F or chain C,chain B
1843,7ly2,N,O,J,2.5,03/05/21,23582,chain N or chain O,chain J
1844,7ly2,H,L,A,2.5,03/05/21,23582,chain H or chain L,chain A
1845,7ly2,G,I,B,2.5,03/05/21,23582,chain G or chain I,chain B
1846,7ly2,E,D,A,2.5,03/05/21,23582,chain E or chain D,chain A
1847,7ly2,M,K,J,2.5,03/05/21,23582,chain M or chain K,chain J
1850,7jgj,H,L,A,4.8,07/19/20,22328,chain H or chain L,chain A
1851,7wi0,C,E,A,3.82,01/01/22,32517,chain C or chain E,chain A
1852,7wi0,B,D,A,3.82,01/01/22,32517,chain B or chain D,chain A
1853,7wi0,H,L,A,3.82,01/01/22,32517,chain H or chain L,chain A
1857,7w9f,A,B,E,3.6,12/09/21,32366,chain A or chain B,chain E
1858,7tht,H,L,C,3.42,01/12/22,25904,chain H or chain L,chain C
1859,7tht,a,c,S,3.42,01/12/22,25904,chain a or chain c,chain S
1860,7tht,d,b,V,3.42,01/12/22,25904,chain d or chain b,chain V
1867,5ywo,N,M,C,4.7,11/29/17,6854,chain N or chain M,chain C
1868,5ywo,R,Q,A,4.7,11/29/17,6854,chain R or chain Q,chain A
1869,7lbf,F,E,A,2.8,01/07/21,23253,chain F or chain E,chain A
1870,7lbf,H,G,A,2.8,01/07/21,23253,chain H or chain G,chain A
1874,7cyh,E,D,A,3.9,09/03/20,30500,chain E or chain D,chain A
1876,6opp,G,I,D,3.7,04/25/19,20152,chain G or chain I,chain D
1877,6opp,H,L,A,3.7,04/25/19,20152,chain H or chain L,chain A
1878,6opp,N,O,J,3.7,04/25/19,20152,chain N or chain O,chain J
1879,7jhh,H,L,A,3.92,07/20/20,22337,chain H or chain L,chain A
1880,7kxj,H,L,A,6.4,12/04/20,23064,chain H or chain L,chain A
1881,7kxj,J,N,C,6.4,12/04/20,23064,chain J or chain N,chain C
1882,7kxj,I,M,B,6.4,12/04/20,23064,chain I or chain M,chain B
1883,7kqb,K,J,C,2.42,11/14/20,22993,chain K or chain J,chain C
1884,7kqb,H,L,A,2.42,11/14/20,22993,chain H or chain L,chain A
1885,7bub,G,I,B,4.2,04/06/20,30194,chain G or chain I,chain B
1886,7bub,H,L,A | C,4.2,04/06/20,30194,chain H or chain L,chain A or chain C
1887,7rw2,I,K,C,3.5,08/19/21,24708,chain I or chain K,chain C
1888,7rw2,G,J,B,3.5,08/19/21,24708,chain G or chain J,chain B
1889,7rw2,H,L,A,3.5,08/19/21,24708,chain H or chain L,chain A
1891,7kzx,D,C,B,4.0,12/10/20,23092,chain D or chain C,chain B
1892,7kzx,F,E,A,4.0,12/10/20,23092,chain F or chain E,chain A
1893,7l3n,D,E,B | C,3.27,12/18/20,23156,chain D or chain E,chain B or chain C
1896,7whz,B,D,A,3.42,01/01/22,32516,chain B or chain D,chain A
1897,7whz,C,E,A,3.42,01/01/22,32516,chain C or chain E,chain A
1898,7whz,H,L,A,3.42,01/01/22,32516,chain H or chain L,chain A
1905,7a69,C,B,A,3.2,08/25/20,11667,chain C or chain B,chain A
1914,7wr8,A,B,R,3.5,01/26/22,32718,chain A or chain B,chain R
1915,6vyv,K,O,E,6.33,02/27/20,21473,chain K or chain O,chain E
1916,6vyv,I,M,F,6.33,02/27/20,21473,chain I or chain M,chain F
1917,6vyv,L,P,H,6.33,02/27/20,21473,chain L or chain P,chain H
1918,6vyv,J,N,G,6.33,02/27/20,21473,chain J or chain N,chain G
1923,7v2a,E,D,A,3.4,08/07/21,31639,chain E or chain D,chain A
1924,7v2a,I,H,C,3.4,08/07/21,31639,chain I or chain H,chain C
1925,7v2a,G,F,B,3.4,08/07/21,31639,chain G or chain F,chain B
1926,7tee,H,L,D,6.59,01/04/22,25845,chain H or chain L,chain D
1927,7tee,M,N,B,6.59,01/04/22,25845,chain M or chain N,chain B
1931,7xic,K,L,B,3.3,04/12/22,33202,chain K or chain L,chain B
1932,7xic,H,I,A,3.3,04/12/22,33202,chain H or chain I,chain A
1933,7xic,E,F,C,3.3,04/12/22,33202,chain E or chain F,chain C
1934,7d3k,H,L,2,3.9,09/19/20,30558,chain H or chain L,chain 2
1936,7lrt,F,G,B,3.54,02/17/21,23499,chain F or chain G,chain B
1937,7lrt,H,L,A,3.54,02/17/21,23499,chain H or chain L,chain A
1938,7lrt,D,E,C,3.54,02/17/21,23499,chain D or chain E,chain C
1939,7e3k,F,G,B,3.9,02/09/21,30982,chain F or chain G,chain B
1940,7e3k,H,L,C,3.9,02/09/21,30982,chain H or chain L,chain C
1941,7e3k,D,E,A,3.9,02/09/21,30982,chain D or chain E,chain A
1942,7llk,G,H,E,4.8,02/04/21,23424,chain G or chain H,chain E
1943,7llk,K,L,I,4.8,02/04/21,23424,chain K or chain L,chain I
1944,7llk,C,D,A,4.8,02/04/21,23424,chain C or chain D,chain A
1945,7dk6,a,b,A,4.3,11/23/20,30704,chain a or chain b,chain A
1946,7dk6,c,d,B,4.3,11/23/20,30704,chain c or chain d,chain B
1947,6w4s,H,L,F,3.2,03/11/20,21539,chain H or chain L,chain F
1951,6y9a,H,L,A | B,4.2,03/06/20,10734,chain H or chain L,chain A or chain B
1952,7czw,H,L,A,2.8,09/09/20,30519,chain H or chain L,chain A
1953,7czw,J,N,C,2.8,09/09/20,30519,chain J or chain N,chain C
1956,7wka,c,d,C,3.64,01/08/22,32564,chain c or chain d,chain C
1957,7wka,a,b,B,3.64,01/08/22,32564,chain a or chain b,chain B
1958,7akj,H,L,A,3.8,10/01/20,11813,chain H or chain L,chain A
1959,7akj,G,F,C,3.8,10/01/20,11813,chain G or chain F,chain C
1960,7akj,E,D,B,3.8,10/01/20,11813,chain E or chain D,chain B
1968,6orq,H,L,G,4.4,04/30/19,20178,chain H or chain L,chain G
1969,6orq,J,K,I,4.4,04/30/19,20178,chain J or chain K,chain I
1970,6orq,D,E,B,4.4,04/30/19,20178,chain D or chain E,chain B
1971,7tbf,H,L,A,3.1,12/21/21,25797,chain H or chain L,chain A
1972,7tbf,D,E,A,3.1,12/21/21,25797,chain D or chain E,chain A
1973,7ktx,I,J,A,4.3,11/24/20,23033,chain I or chain J,chain A
1977,6ww5,E,F,A,3.15,05/07/20,21928,chain E or chain F,chain A
1978,6ww5,C,D,B,3.15,05/07/20,21928,chain C or chain D,chain B
1979,7ki4,H,L,A,2.9,10/23/20,22884,chain H or chain L,chain A
1980,7ki4,D,C,B,2.9,10/23/20,22884,chain D or chain C,chain B
1981,7ki4,G,F,E,2.9,10/23/20,22884,chain G or chain F,chain E
1986,6pv7,F,G,D | E,3.34,07/19/19,20487,chain F or chain G,chain D or chain E
1987,6pv7,H,I,A | B,3.34,07/19/19,20487,chain H or chain I,chain A or chain B
1988,7neq,F,E,A,3.12,02/04/21,12290,chain F or chain E,chain A
1989,7neq,D,C,B,3.12,02/04/21,12290,chain D or chain C,chain B
1990,7lxy,F,C,B,2.2,03/05/21,23579,chain F or chain C,chain B
1991,7lxy,E,D,A,2.2,03/05/21,23579,chain E or chain D,chain A
1992,7lxy,N,O,J,2.2,03/05/21,23579,chain N or chain O,chain J
1993,7lxy,H,L,A,2.2,03/05/21,23579,chain H or chain L,chain A
1994,7lxy,M,K,J,2.2,03/05/21,23579,chain M or chain K,chain J
1995,7lxy,G,I,B,2.2,03/05/21,23579,chain G or chain I,chain B
1996,7wef,C,L,E,3.8,12/23/21,32449,chain C or chain L,chain E
1997,7d0b,H,L,A,3.9,09/09/20,30529,chain H or chain L,chain A
1999,7c2t,K,L,B,9.4,05/09/20,30279,chain K or chain L,chain B
2000,7c2t,V,W,N,9.4,05/09/20,30279,chain V or chain W,chain N
2001,6xob,S,T,K,8.5,07/06/20,22277,chain S or chain T,chain K
2002,6xob,M,N,B,8.5,07/06/20,22277,chain M or chain N,chain B
2003,6xob,Q,R,H,8.5,07/06/20,22277,chain Q or chain R,chain H
2004,6xob,O,P,E,8.5,07/06/20,22277,chain O or chain P,chain E
2006,7czt,I,M,C,2.7,09/09/20,30516,chain I or chain M,chain C
2007,7czt,H,L,A,2.7,09/09/20,30516,chain H or chain L,chain A
2008,7zr9,F,G,B,4.0,05/03/22,14887,chain F or chain G,chain B
2009,7zr9,D,E,C,4.0,05/03/22,14887,chain D or chain E,chain C
2010,7zr9,H,L,A,4.0,05/03/22,14887,chain H or chain L,chain A
2012,6vpx,P,Q,D | C | B,5.0,02/04/20,21335,chain P or chain Q,chain D or chain C or chain B
2013,6vpx,M,O,J | E | F,5.0,02/04/20,21335,chain M or chain O,chain J or chain E or chain F
2014,6vpx,H,L,G,5.0,02/04/20,21335,chain H or chain L,chain G
2015,6vpx,K,N,I | A,5.0,02/04/20,21335,chain K or chain N,chain I or chain A
2022,7mxd,J,K,F,3.4,05/19/21,24071,chain J or chain K,chain F
2023,7mxd,C,D,A,3.4,05/19/21,24071,chain C or chain D,chain A
2024,7mxd,X,Y,F,3.4,05/19/21,24071,chain X or chain Y,chain F
2025,7mxd,S,U,G,3.4,05/19/21,24071,chain S or chain U,chain G
2026,7ezv,M,N,A,3.3,06/02/21,31391,chain M or chain N,chain A
2027,7ezv,H,L,A,3.3,06/02/21,31391,chain H or chain L,chain A
2029,7ul3,H,L,C,3.0,04/03/22,26590,chain H or chain L,chain C
2030,7c2l,J,N,C,3.1,05/08/20,30276,chain J or chain N,chain C
2031,7c2l,I,M,B,3.1,05/08/20,30276,chain I or chain M,chain B
2032,7c2l,H,L,A,3.1,05/08/20,30276,chain H or chain L,chain A
2036,7m7i,E,F,B,3.4,03/28/21,23714,chain E or chain F,chain B
2037,7m7i,C,D,A,3.4,03/28/21,23714,chain C or chain D,chain A
2038,7wea,H,L,A | C,3.3,12/23/21,32444,chain H or chain L,chain A or chain C
2039,7wea,G,I,B,3.3,12/23/21,32444,chain G or chain I,chain B
2040,7cac,E,D,B | A,3.55,06/08/20,30326,chain E or chain D,chain B or chain A
2044,7kqe,J,M,C,2.88,11/15/20,22997,chain J or chain M,chain C
2045,7kqe,H,L,A,2.88,11/15/20,22997,chain H or chain L,chain A
