,pdb,Hchain,Lchain,antigen_chain,resolution,date,mrc,antibody_selection,antigen_selection
2075,7f46,H,L,B | C,4.79,06/17/21,31444,chain H or chain L,chain B or chain C
1531,7f63,H,L,A,3.9,06/24/21,31471,chain H or chain L,chain A
2300,7f62,H,L,A,3.6,06/24/21,31470,chain H or chain L,chain A
1620,7r7n,H,L,E,3.95,06/25/21,24299,chain H or chain L,chain E
2203,7r8n,O,P,B,3.55,06/26/21,24319,chain O or chain P,chain B
1090,7r8m,D,E,C,3.4,06/26/21,24318,chain D or chain E,chain C
1249,7r8b,C,D,B | A,3.1,06/26/21,24314,chain C or chain D,chain B or chain A
2338,7r88,C,D,B | A,3.5,06/26/21,24311,chain C or chain D,chain B or chain A
2202,7r8n,M,N,E,3.55,06/26/21,24319,chain M or chain N,chain E
2047,7r8o,M,N,E,3.5,06/26/21,24320,chain M or chain N,chain E
2048,7r8o,H,L,B,3.5,06/26/21,24320,chain H or chain L,chain B
1089,7r8m,H,L,B,3.4,06/26/21,24318,chain H or chain L,chain B
2204,7r8n,H,L,A,3.55,06/26/21,24319,chain H or chain L,chain A
2049,7r8o,O,P,A,3.5,06/26/21,24320,chain O or chain P,chain A
2268,7r87,C,D,B | A,3.4,06/26/21,24310,chain C or chain D,chain B or chain A
1922,7r8a,C,D,B | A,2.9,06/26/21,24313,chain C or chain D,chain B or chain A
1581,7r89,C,D,B | A,2.6,06/26/21,24312,chain C or chain D,chain B or chain A
1045,7ra8,F,G,E,3.1,06/30/21,24347,chain F or chain G,chain E
1043,7ra8,C,D,B,3.1,06/30/21,24347,chain C or chain D,chain B
1044,7ra8,H,L,A,3.1,06/30/21,24347,chain H or chain L,chain A
1871,7rai,I,M,C,3.24,07/01/21,24362,chain I or chain M,chain C
1873,7rai,J,N,E,3.24,07/01/21,24362,chain J or chain N,chain E
1872,7rai,H,L,A,3.24,07/01/21,24362,chain H or chain L,chain A
2349,7f9w,B,C,A,3.2,07/05/21,31499,chain B or chain C,chain A
1391,7fae,H,L,A,3.65,07/06/21,31502,chain H or chain L,chain A
1392,7fae,h,g,C,3.65,07/06/21,31502,chain h or chain g,chain C
1393,7fae,e,d,B,3.65,07/06/21,31502,chain e or chain d,chain B
1798,7faf,d,c,A,3.69,07/06/21,31503,chain d or chain c,chain A
1797,7faf,H,L,C,3.69,07/06/21,31503,chain H or chain L,chain C
1796,7faf,g,f,B,3.69,07/06/21,31503,chain g or chain f,chain B
1643,7rbv,H,L,B | C,3.6,07/06/21,24403,chain H or chain L,chain B or chain C
1644,7rbv,h,l,A,3.6,07/06/21,24403,chain h or chain l,chain A
1441,7rbu,H,L,B,3.7,07/06/21,24402,chain H or chain L,chain B
1777,7p40,C,D,E,3.5,07/09/21,13190,chain C or chain D,chain E
1776,7p40,I,H,G,3.5,07/09/21,13190,chain I or chain H,chain G
1775,7p40,F,B,A,3.5,07/09/21,13190,chain F or chain B,chain A
1081,7fci,H,L,A,3.3,07/14/21,31526,chain H or chain L,chain A
1224,7fei,H,L,2 | 1,3.91,07/20/21,31555,chain H or chain L,chain 2 or chain 1
2220,7fej,H,L,2 | 1,3.91,07/20/21,31556,chain H or chain L,chain 2 or chain 1
1692,7rkv,D,H,B,3.45,07/22/21,24504,chain D or chain H,chain B
1693,7rkv,G,L,C,3.45,07/22/21,24504,chain G or chain L,chain C
1694,7rkv,E,F,A,3.45,07/22/21,24504,chain E or chain F,chain A
1067,7pc2,K,L,A,2.8,08/03/21,13316,chain K or chain L,chain A
1068,7pc2,I,J,B,2.8,08/03/21,13316,chain I or chain J,chain B
1069,7pc2,M,N,C,2.8,08/03/21,13316,chain M or chain N,chain C
1070,7pc2,Q,R,A,2.8,08/03/21,13316,chain Q or chain R,chain A
1066,7pc2,O,P,B,2.8,08/03/21,13316,chain O or chain P,chain B
1065,7pc2,G,H,C,2.8,08/03/21,13316,chain G or chain H,chain C
1214,7fjo,H,L,A,3.34,08/04/21,31625,chain H or chain L,chain A
1216,7fjo,J,K,B,3.34,08/04/21,31625,chain J or chain K,chain B
1738,7fjn,H,L,B,3.25,08/04/21,31624,chain H or chain L,chain B
1737,7fjn,I,J,A,3.25,08/04/21,31624,chain I or chain J,chain A
1215,7fjo,F,G,C,3.34,08/04/21,31625,chain F or chain G,chain C
2168,7rq6,H,L,A,4.18,08/05/21,24628,chain H or chain L,chain A
2169,7rq6,D,E,B,4.18,08/05/21,24628,chain D or chain E,chain B
2167,7rq6,J,K,C,4.18,08/05/21,24628,chain J or chain K,chain C
1924,7v2a,I,H,C,3.4,08/07/21,31639,chain I or chain H,chain C
1974,7v26,e,f,E,3.85,08/07/21,31637,chain e or chain f,chain E
1923,7v2a,E,D,A,3.4,08/07/21,31639,chain E or chain D,chain A
1925,7v2a,G,F,B,3.4,08/07/21,31639,chain G or chain F,chain B
1976,7v26,a,b,A,3.85,08/07/21,31637,chain a or chain b,chain A
1975,7v26,c,d,C,3.85,08/07/21,31637,chain c or chain d,chain C
2262,7rr0,B,C,A,3.12,08/08/21,24649,chain B or chain C,chain A
1665,7v3h,G,H,A,3.6,08/10/21,31679,chain G or chain H,chain A
1666,7v3h,K,L,B,3.6,08/10/21,31679,chain K or chain L,chain B
1667,7v3h,I,M,C,3.6,08/10/21,31679,chain I or chain M,chain C
2160,7v3j,I,M,O | Q | P,4.9,08/10/21,31681,chain I or chain M,chain O or chain Q or chain P
2159,7v3j,H,L,A | C | B,4.9,08/10/21,31681,chain H or chain L,chain A or chain C or chain B
1512,7rso,I,K,D,4.1,08/11/21,24676,chain I or chain K,chain D
1664,7rsn,E,J,C,3.49,08/11/21,24675,chain E or chain J,chain C
1663,7rsn,F,K,G,3.49,08/11/21,24675,chain F or chain K,chain G
1662,7rsn,H,L,A,3.49,08/11/21,24675,chain H or chain L,chain A
1514,7rso,G,J,C,4.1,08/11/21,24676,chain G or chain J,chain C
1513,7rso,H,L,A,4.1,08/11/21,24676,chain H or chain L,chain A
2261,7phg,H,L,A,4.3,08/17/21,13415,chain H or chain L,chain A
2364,7phq,H,L,N,8.45,08/18/21,13426,chain H or chain L,chain N
2021,7v61,H,K,B,3.2,08/18/21,31732,chain H or chain K,chain B
2020,7v61,I,M,D,3.2,08/18/21,31732,chain I or chain M,chain D
2366,7php,H,L,N,3.47,08/18/21,13424,chain H or chain L,chain N
2365,7phq,A,C,E,8.45,08/18/21,13426,chain A or chain C,chain E
1887,7rw2,I,K,C,3.5,08/19/21,24708,chain I or chain K,chain C
1889,7rw2,H,L,A,3.5,08/19/21,24708,chain H or chain L,chain A
1888,7rw2,G,J,B,3.5,08/19/21,24708,chain G or chain J,chain B
2359,7pij,H,L,N,3.47,08/20/21,13438,chain H or chain L,chain N
2341,7vaf,H,L,A,3.11,08/29/21,31839,chain H or chain L,chain A
1787,7vad,H,L,A,3.41,08/29/21,31837,chain H or chain L,chain A
2312,7vag,H,L,A,3.32,08/29/21,31840,chain H or chain L,chain A
2213,7vae,H,L,A,3.55,08/29/21,31838,chain H or chain L,chain A
2117,7s0e,H,L,A,4.9,08/30/21,24788,chain H or chain L,chain A
1912,7s0c,H,L,A,3.25,08/30/21,24786,chain H or chain L,chain A
2109,7s0d,O,P,B,3.5,08/30/21,24787,chain O or chain P,chain B
2108,7s0d,M,N,A,3.5,08/30/21,24787,chain M or chain N,chain A
1913,7s0c,M,N,B,3.25,08/30/21,24786,chain M or chain N,chain B
2107,7s0d,H,L,C,3.5,08/30/21,24787,chain H or chain L,chain C
1307,7pnm,I,E,C,3.7,09/07/21,13549,chain I or chain E,chain C
1308,7pnm,G,D,B,3.7,09/07/21,13549,chain G or chain D,chain B
1123,7pnq,X,Y,C,3.7,09/07/21,13550,chain X or chain Y,chain C
1309,7pnm,H,L,A,3.7,09/07/21,13549,chain H or chain L,chain A
1122,7pnq,H,L,A,3.7,09/07/21,13550,chain H or chain L,chain A
1121,7pnq,D,F,B,3.7,09/07/21,13550,chain D or chain F,chain B
1542,7po5,X,F,C,3.9,09/08/21,13563,chain X or chain F,chain C
1541,7po5,Z,D,B,3.9,09/08/21,13563,chain Z or chain D,chain B
1540,7po5,H,L,A,3.9,09/08/21,13563,chain H or chain L,chain A
2124,7s6d,D,F,B,3.1,09/13/21,24875,chain D or chain F,chain B
2153,7s6c,E,G,A,3.1,09/13/21,24868,chain E or chain G,chain A
2154,7s6c,H,F,B,3.1,09/13/21,24868,chain H or chain F,chain B
2123,7s6d,E,G,A,3.1,09/13/21,24875,chain E or chain G,chain A
2290,7s6l,H,L,A,4.0,09/14/21,24879,chain H or chain L,chain A
1265,7s6k,H,L,A,3.4,09/14/21,24878,chain H or chain L,chain A
1264,7s6k,F,G,E,3.4,09/14/21,24878,chain F or chain G,chain E
1266,7s6k,C,D,B,3.4,09/14/21,24878,chain C or chain D,chain B
1111,7s6j,C,D,B,3.4,09/14/21,24877,chain C or chain D,chain B
1112,7s6j,F,G,E,3.4,09/14/21,24877,chain F or chain G,chain E
1113,7s6j,H,L,A,3.4,09/14/21,24877,chain H or chain L,chain A
1203,7sc1,M,N,B,3.2,09/26/21,25008,chain M or chain N,chain B
1204,7sc1,H,L,A,3.2,09/26/21,25008,chain H or chain L,chain A
1202,7sc1,P,Q,C,3.2,09/26/21,25008,chain P or chain Q,chain C
1767,7sfw,Q,R,H,3.2,10/04/21,25104,chain Q or chain R,chain H
2019,7sfv,S,T,K,4.0,10/04/21,25103,chain S or chain T,chain K
1761,7sg4,H,L,A,3.43,10/04/21,25105,chain H or chain L,chain A
2017,7sfv,Q,R,H,4.0,10/04/21,25103,chain Q or chain R,chain H
2016,7sfv,M,N,B,4.0,10/04/21,25103,chain M or chain N,chain B
2018,7sfv,O,P,E,4.0,10/04/21,25103,chain O or chain P,chain E
1768,7sfw,S,T,K,3.2,10/04/21,25104,chain S or chain T,chain K
1769,7sfw,O,P,E,3.2,10/04/21,25104,chain O or chain P,chain E
1770,7sfw,M,N,B,3.2,10/04/21,25104,chain M or chain N,chain B
1592,7sht,J,K,D,7.29,10/11/21,25136,chain J or chain K,chain D
1591,7sht,H,L,B,7.29,10/11/21,25136,chain H or chain L,chain B
1418,7q0a,Y,Z,B,4.8,10/14/21,13742,chain Y or chain Z,chain B
2328,7sn2,H,L,A,4.3,10/27/21,25209,chain H or chain L,chain A
1745,7sob,G,I,A,2.4,10/29/21,25265,chain G or chain I,chain A
1746,7sob,H,J,D,2.4,10/29/21,25265,chain H or chain J,chain D
1747,7sob,C,B,A,2.4,10/29/21,25265,chain C or chain B,chain A
1748,7sob,F,E,D,2.4,10/29/21,25265,chain F or chain E,chain D
1749,7sob,M,L,K,2.4,10/29/21,25265,chain M or chain L,chain K
1736,7sod,H,L,A,3.2,10/29/21,25267,chain H or chain L,chain A
1750,7sob,N,O,K,2.4,10/29/21,25265,chain N or chain O,chain K
2334,7soc,H,L,A,3.3,10/29/21,25266,chain H or chain L,chain A
2179,7so9,M,L,K,2.4,10/29/21,25263,chain M or chain L,chain K
2174,7so9,E,D,A,2.4,10/29/21,25263,chain E or chain D,chain A
2320,7soa,H,L,A,3.1,10/29/21,25264,chain H or chain L,chain A
2177,7so9,H,G,F,2.4,10/29/21,25263,chain H or chain G,chain F
2178,7so9,O,N,K,2.4,10/29/21,25263,chain O or chain N,chain K
2176,7so9,J,I,F,2.4,10/29/21,25263,chain J or chain I,chain F
2175,7so9,C,B,A,2.4,10/29/21,25263,chain C or chain B,chain A
1627,7sq1,A,I,G,3.8,11/04/21,25376,chain A or chain I,chain G
1626,7sq1,H,L,E,3.8,11/04/21,25376,chain H or chain L,chain E
2103,7q6e,J,K,C,2.7,11/07/21,13857,chain J or chain K,chain C
2101,7q6e,H,L,A,2.7,11/07/21,13857,chain H or chain L,chain A
2102,7q6e,E,F,B,2.7,11/07/21,13857,chain E or chain F,chain B
978,7ssv,H,L,B | A | C | D,3.39,11/11/21,25414,chain H or chain L,chain B or chain A or chain C or chain D
1813,7q9m,E,F,B,3.7,11/12/21,13873,chain E or chain F,chain B
1814,7q9m,H,L,C,3.7,11/12/21,13873,chain H or chain L,chain C
1815,7q9m,J,K,A,3.7,11/12/21,13873,chain J or chain K,chain A
1895,7q9k,D,E,B,4.5,11/12/21,13872,chain D or chain E,chain B
1230,7q9i,H,L,A,4.9,11/12/21,13870,chain H or chain L,chain A
1566,7q9f,H,L,A,3.6,11/12/21,13868,chain H or chain L,chain A
1231,7q9i,J,K,C,4.9,11/12/21,13870,chain J or chain K,chain C
1229,7q9i,E,F,B,4.9,11/12/21,13870,chain E or chain F,chain B
1894,7q9k,H,L,C,4.5,11/12/21,13872,chain H or chain L,chain C
1751,7q9j,E,F,B,4.0,11/12/21,13871,chain E or chain F,chain B
1270,7q9p,J,K,C,4.5,11/12/21,13875,chain J or chain K,chain C
1622,7q9g,E,F,B,3.3,11/12/21,13869,chain E or chain F,chain B
1621,7q9g,H,L,A,3.3,11/12/21,13869,chain H or chain L,chain A
1565,7q9f,E,F,B,3.6,11/12/21,13868,chain E or chain F,chain B
1564,7q9f,J,K,C,3.6,11/12/21,13868,chain J or chain K,chain C
1753,7q9j,J,K,C,4.0,11/12/21,13871,chain J or chain K,chain C
1752,7q9j,H,L,A,4.0,11/12/21,13871,chain H or chain L,chain A
1268,7q9p,E,F,B,4.5,11/12/21,13875,chain E or chain F,chain B
1269,7q9p,H,L,A,4.5,11/12/21,13875,chain H or chain L,chain A
1262,7swd,G,G,F,3.59,11/19/21,25471,chain G or chain G,chain F
1261,7swd,H,H,D | E,3.59,11/19/21,25471,chain H or chain H,chain D or chain E
1260,7swd,I,I,B,3.59,11/19/21,25471,chain I or chain I,chain B
1259,7swd,J,K,A | C,3.59,11/19/21,25471,chain J or chain K,chain A or chain C
1661,7swo,H,L,A,4.1,11/20/21,25477,chain H or chain L,chain A
2267,7swn,H,L,A,4.3,11/20/21,25476,chain H or chain L,chain A
2319,7swp,H,L,A,3.8,11/20/21,25478,chain H or chain L,chain A
2269,7t01,H,L,A,2.69,11/29/21,25574,chain H or chain L,chain A
1612,7t3d,O,Q,G,3.2,12/07/21,25655,chain O or chain Q,chain G
1613,7t3d,H,L,B,3.2,12/07/21,25655,chain H or chain L,chain B
1614,7t3d,K,N,F,3.2,12/07/21,25655,chain K or chain N,chain F
1615,7t3d,P,R,I,3.2,12/07/21,25655,chain P or chain R,chain I
1616,7t3d,J,M,E,3.2,12/07/21,25655,chain J or chain M,chain E
1617,7t3d,C,D,A,3.2,12/07/21,25655,chain C or chain D,chain A
2340,7w9e,D,E,C,3.1,12/09/21,32365,chain D or chain E,chain C
1857,7w9f,A,B,E,3.6,12/09/21,32366,chain A or chain B,chain E
1553,7t4q,J,K,A,2.9,12/10/21,25685,chain J or chain K,chain A
1554,7t4q,F,G,C | E,2.9,12/10/21,25685,chain F or chain G,chain C or chain E
1555,7t4q,I,H,D | B,2.9,12/10/21,25685,chain I or chain H,chain D or chain B
1018,7t4r,G,H,B,3.3,12/10/21,25686,chain G or chain H,chain B
1020,7t4r,S,R,K,3.3,12/10/21,25686,chain S or chain R,chain K
1474,7t4s,H,I,D | B,3.1,12/10/21,25687,chain H or chain I,chain D or chain B
1475,7t4s,J,K,A,3.1,12/10/21,25687,chain J or chain K,chain A
1017,7t4r,P,Q,K,3.3,12/10/21,25686,chain P or chain Q,chain K
1019,7t4r,J,I,B,3.3,12/10/21,25686,chain J or chain I,chain B
2354,7wcz,a,b,A,3.5,12/20/21,32430,chain a or chain b,chain A
1572,7wd0,c,d,B,3.3,12/20/21,32431,chain c or chain d,chain B
1573,7wd0,a,b,A,3.3,12/20/21,32431,chain a or chain b,chain A
1493,7wcr,a,b,A,3.5,12/20/21,32428,chain a or chain b,chain A
1570,7wdf,D,E,C,3.9,12/21/21,32437,chain D or chain E,chain C
1971,7tbf,H,L,A,3.1,12/21/21,25797,chain H or chain L,chain A
1904,7wd9,I,J,A,3.7,12/21/21,32435,chain I or chain J,chain A
1903,7wd9,G,H,C,3.7,12/21/21,32435,chain G or chain H,chain C
1902,7wd9,E,F,B,3.7,12/21/21,32435,chain E or chain F,chain B
1571,7wdf,F,G,B,3.9,12/21/21,32437,chain F or chain G,chain B
1432,7tb8,J,K,C,2.83,12/21/21,25794,chain J or chain K,chain C
1433,7tb8,D,E,A,2.83,12/21/21,25794,chain D or chain E,chain A
1434,7tb8,F,G,B,2.83,12/21/21,25794,chain F or chain G,chain B
1435,7tb8,H,L,A,2.83,12/21/21,25794,chain H or chain L,chain A
2358,7tas,H,L,E,3.2,12/21/21,25783,chain H or chain L,chain E
1972,7tbf,D,E,A,3.1,12/21/21,25797,chain D or chain E,chain A
2082,7wd7,e,f,C,3.5,12/21/21,32433,chain e or chain f,chain C
2229,7wd8,E,F,B | A,4.3,12/21/21,32434,chain E or chain F,chain B or chain A
1695,7tat,D,E,B,3.2,12/21/21,25784,chain D or chain E,chain B
1696,7tat,H,L,A,3.2,12/21/21,25784,chain H or chain L,chain A
2080,7wd7,a,b,A,3.5,12/21/21,32433,chain a or chain b,chain A
1697,7tat,F,G,C,3.2,12/21/21,25784,chain F or chain G,chain C
2081,7wd7,c,d,B,3.5,12/21/21,32433,chain c or chain d,chain B
1108,7we9,H,J,A,3.6,12/23/21,32443,chain H or chain J,chain A
1373,7tcc,H,L,B,3.86,12/23/21,25808,chain H or chain L,chain B
1782,7we7,K,N,G,3.8,12/23/21,32441,chain K or chain N,chain G
1374,7tcc,O,P,C,3.86,12/23/21,25808,chain O or chain P,chain C
1375,7tcc,J,K,A,3.86,12/23/21,25808,chain J or chain K,chain A
1783,7we7,J,M,E,3.8,12/23/21,32441,chain J or chain M,chain E
2282,7web,G,I,D,3.7,12/23/21,32445,chain G or chain I,chain D
2283,7web,H,L,B,3.7,12/23/21,32445,chain H or chain L,chain B
1021,7wec,I,K,C,3.3,12/23/21,32446,chain I or chain K,chain C
1022,7wec,H,L,A,3.3,12/23/21,32446,chain H or chain L,chain A
2208,7wed,H,L,E,3.5,12/23/21,32447,chain H or chain L,chain E
1023,7wec,G,J,B,3.3,12/23/21,32446,chain G or chain J,chain B
2184,7we8,H,L,A | C | B,3.5,12/23/21,32442,chain H or chain L,chain A or chain C or chain B
1500,7wee,H,L,E,4.0,12/23/21,32448,chain H or chain L,chain E
1372,7tcc,F,G,B,3.86,12/23/21,25808,chain F or chain G,chain B
1371,7tcc,D,E,A,3.86,12/23/21,25808,chain D or chain E,chain A
1781,7we7,H,L,D,3.8,12/23/21,32441,chain H or chain L,chain D
2070,7tc9,H,L,B,5.08,12/23/21,25806,chain H or chain L,chain B
1996,7wef,C,L,E,3.8,12/23/21,32449,chain C or chain L,chain E
1110,7we9,I,K,F,3.6,12/23/21,32443,chain I or chain K,chain F
2038,7wea,H,L,A | C,3.3,12/23/21,32444,chain H or chain L,chain A or chain C
1109,7we9,C,L,B,3.6,12/23/21,32443,chain C or chain L,chain B
2039,7wea,G,I,B,3.3,12/23/21,32444,chain G or chain I,chain B
1370,7tcc,M,N,C,3.86,12/23/21,25808,chain M or chain N,chain C
1460,7tca,D,E,C,3.85,12/23/21,25807,chain D or chain E,chain C
1459,7tca,H,L,B,3.85,12/23/21,25807,chain H or chain L,chain B
1851,7wi0,C,E,A,3.82,01/01/22,32517,chain C or chain E,chain A
1853,7wi0,H,L,A,3.82,01/01/22,32517,chain H or chain L,chain A
2068,7tdn,H,L,B,5.0,01/01/22,25835,chain H or chain L,chain B
1897,7whz,C,E,A,3.42,01/01/22,32516,chain C or chain E,chain A
1896,7whz,B,D,A,3.42,01/01/22,32516,chain B or chain D,chain A
2313,7tdm,H,L,B,6.9,01/01/22,25834,chain H or chain L,chain B
1898,7whz,H,L,A,3.42,01/01/22,32516,chain H or chain L,chain A
1852,7wi0,B,D,A,3.82,01/01/22,32517,chain B or chain D,chain A
2166,7teb,M,N,B,4.23,01/04/22,25844,chain M or chain N,chain B
1926,7tee,H,L,D,6.59,01/04/22,25845,chain H or chain L,chain D
1785,7te9,H,L,D,3.92,01/04/22,25843,chain H or chain L,chain D
1784,7te9,M,N,B,3.92,01/04/22,25843,chain M or chain N,chain B
1927,7tee,M,N,B,6.59,01/04/22,25845,chain M or chain N,chain B
2165,7teb,H,L,D,4.23,01/04/22,25844,chain H or chain L,chain D
1244,7ter,H,L,B | A,5.23,01/05/22,25850,chain H or chain L,chain B or chain A
1245,7ter,M,N,D | C,5.23,01/05/22,25850,chain M or chain N,chain D or chain C
1207,7tet,H,L,B | A,4.45,01/05/22,25852,chain H or chain L,chain B or chain A
1208,7tet,M,N,D | C,4.45,01/05/22,25852,chain M or chain N,chain D or chain C
2200,7tes,H,L,B | A,4.7,01/05/22,25851,chain H or chain L,chain B or chain A
2093,7teq,M,N,D | C,7.51,01/05/22,25849,chain M or chain N,chain D or chain C
2201,7tes,M,N,D | C,4.7,01/05/22,25851,chain M or chain N,chain D or chain C
2092,7teq,H,L,B | A,7.51,01/05/22,25849,chain H or chain L,chain B or chain A
1780,7tfn,H,L,A,4.0,01/06/22,25877,chain H or chain L,chain A
1778,7tfn,I,J,B,4.0,01/06/22,25877,chain I or chain J,chain B
1779,7tfn,P,Q,C,4.0,01/06/22,25877,chain P or chain Q,chain C
1793,7tfo,I,J,B,4.1,01/06/22,25878,chain I or chain J,chain B
1791,7tfo,H,L,A,4.1,01/06/22,25878,chain H or chain L,chain A
1792,7tfo,P,Q,C,4.1,01/06/22,25878,chain P or chain Q,chain C
2132,7wk8,C,D,A | B,3.61,01/08/22,32562,chain C or chain D,chain A or chain B
1957,7wka,a,b,B,3.64,01/08/22,32564,chain a or chain b,chain B
1755,7wk9,c,d,C,3.48,01/08/22,32563,chain c or chain d,chain C
1754,7wk9,a,b,B,3.48,01/08/22,32563,chain a or chain b,chain B
1956,7wka,c,d,C,3.64,01/08/22,32564,chain c or chain d,chain C
2053,7the,B,C,A,3.79,01/10/22,25893,chain B or chain C,chain A
1859,7tht,a,c,S,3.42,01/12/22,25904,chain a or chain c,chain S
1858,7tht,H,L,C,3.42,01/12/22,25904,chain H or chain L,chain C
1860,7tht,d,b,V,3.42,01/12/22,25904,chain d or chain b,chain V
2233,7wlc,H,L,E,4.0,01/13/22,32581,chain H or chain L,chain E
2251,7wly,P,O,B,3.4,01/14/22,32594,chain P or chain O,chain B
2252,7wly,Y,X,C,3.4,01/14/22,32594,chain Y or chain X,chain C
1574,7wlz,P,O,B | A,2.98,01/14/22,32595,chain P or chain O,chain B or chain A
2337,7tly,A,B,I,3.0,01/19/22,25990,chain A or chain B,chain I
2295,7tlz,B,A,J,3.3,01/19/22,25991,chain B or chain A,chain J
1041,7tm0,L,M,C,3.1,01/19/22,25992,chain L or chain M,chain C
1040,7tm0,G,F,B,3.1,01/19/22,25992,chain G or chain F,chain B
1039,7tm0,N,O,A,3.1,01/19/22,25992,chain N or chain O,chain A
1038,7tm0,I,H,A,3.1,01/19/22,25992,chain I or chain H,chain A
1037,7tm0,E,D,C,3.1,01/19/22,25992,chain E or chain D,chain C
1042,7tm0,J,K,B,3.1,01/19/22,25992,chain J or chain K,chain B
2360,7wpd,X,Y,A,3.18,01/23/22,32683,chain X or chain Y,chain A
2361,7wpf,U,V,C,2.92,01/23/22,32685,chain U or chain V,chain C
1292,7wpe,U,V,A,2.69,01/23/22,32684,chain U or chain V,chain A
2362,7wpf,X,Y,A,2.92,01/23/22,32685,chain X or chain Y,chain A
2363,7wpf,R,S,B,2.92,01/23/22,32685,chain R or chain S,chain B
1291,7wpe,X,Y,B,2.69,01/23/22,32684,chain X or chain Y,chain B
2183,7tpj,H,L,B,3.46,01/25/22,26057,chain H or chain L,chain B
1967,7tpg,H,L,B,3.23,01/25/22,26054,chain H or chain L,chain B
1914,7wr8,A,B,R,3.5,01/26/22,32718,chain A or chain B,chain R
1548,7wro,H,L,R,3.4,01/27/22,32734,chain H or chain L,chain R
1442,7wrv,U,V,C,2.47,01/27/22,32736,chain U or chain V,chain C
2348,7wrl,A,B,R,3.51,01/27/22,32732,chain A or chain B,chain R
1473,7ws5,E,D,A,3.7,01/28/22,32744,chain E or chain D,chain A
1256,7ws0,G,F,B,3.2,01/28/22,32739,chain G or chain F,chain B
2198,7ws2,E,D,A,3.3,01/28/22,32741,chain E or chain D,chain A
1545,7ws3,I,H,C,3.6,01/28/22,32742,chain I or chain H,chain C
1257,7ws0,E,D,A,3.2,01/28/22,32739,chain E or chain D,chain A
1258,7ws0,I,H,C,3.2,01/28/22,32739,chain I or chain H,chain C
1071,7ws1,E,D,A,3.4,01/28/22,32740,chain E or chain D,chain A
1073,7ws1,G,F,B,3.4,01/28/22,32740,chain G or chain F,chain B
1074,7ws1,I,H,C,3.4,01/28/22,32740,chain I or chain H,chain C
2260,7ws6,I,H,C,3.8,01/28/22,32748,chain I or chain H,chain C
1547,7ws3,G,F,B,3.6,01/28/22,32742,chain G or chain F,chain B
1471,7ws5,I,H,C,3.7,01/28/22,32744,chain I or chain H,chain C
2121,7ws7,G,F,B,3.4,01/28/22,32749,chain G or chain F,chain B
2122,7ws4,I,H,C | A | B,3.7,01/28/22,32743,chain I or chain H,chain C or chain A or chain B
1546,7ws3,E,D,A,3.6,01/28/22,32742,chain E or chain D,chain A
1699,7wrz,H,L,R,3.26,01/28/22,32738,chain H or chain L,chain R
1472,7ws5,G,F,B,3.7,01/28/22,32744,chain G or chain F,chain B
2244,7wsi,H,L,A,3.32,01/29/22,32759,chain H or chain L,chain A
2164,7tuy,H,L,R,2.98,02/03/22,26135,chain H or chain L,chain R
1381,7wuh,H,I,E,4.7,02/08/22,32832,chain H or chain I,chain E
1380,7wuh,K,L,A,4.7,02/08/22,32832,chain K or chain L,chain A
1379,7wuh,D,F,C,4.7,02/08/22,32832,chain D or chain F,chain C
1401,7r40,H,L,A,2.9,02/08/22,14250,chain H or chain L,chain A
1399,7r40,D,F,B,2.9,02/08/22,14250,chain D or chain F,chain B
1400,7r40,E,G,C,2.9,02/08/22,14250,chain E or chain G,chain C
1352,7wwm,I,M,B,2.8,02/13/22,32871,chain I or chain M,chain B
1353,7wwm,H,L,A,2.8,02/13/22,32871,chain H or chain L,chain A
1061,7wwl,I,M,B,3.0,02/13/22,32869,chain I or chain M,chain B
1059,7wwl,J,N,A,3.0,02/13/22,32869,chain J or chain N,chain A
1354,7wwm,J,N,C,2.8,02/13/22,32871,chain J or chain N,chain C
1060,7wwl,H,L,C,3.0,02/13/22,32869,chain H or chain L,chain C
2064,7tyv,H,L,C | c,2.8,02/14/22,26195,chain H or chain L,chain C or chain c
2065,7tyv,D,E,A | a,2.8,02/14/22,26195,chain D or chain E,chain A or chain a
2066,7tyv,G,K,B | b,2.8,02/14/22,26195,chain G or chain K,chain B or chain b
2277,7u0d,O,P,B,4.8,02/17/22,26256,chain O or chain P,chain B
2278,7u0d,M,N,B,4.8,02/17/22,26256,chain M or chain N,chain B
2237,7x6l,G,J,E | A,3.7,03/07/22,33023,chain G or chain J,chain E or chain A
2238,7x6l,I,K,B | D,3.7,03/07/22,33023,chain I or chain K,chain B or chain D
2239,7x6l,H,L,F | C,3.7,03/07/22,33023,chain H or chain L,chain F or chain C
1509,7x6o,J,L,H | F,3.5,03/07/22,33024,chain J or chain L,chain H or chain F
1511,7x6o,C,D,B | A,3.5,03/07/22,33024,chain C or chain D,chain B or chain A
1510,7x6o,I,K,G | E,3.5,03/07/22,33024,chain I or chain K,chain G or chain E
380,7x08,J,N,C,2.7,03/09/22,32920,chain J or chain N,chain C
391,7e9o,H,L,A,3.41,03/09/22,31034,chain H or chain L,chain A
406,7lxm,H,L,A,3.41,03/09/22,23571,chain H or chain L,chain A
407,7lxm,N,M,C,3.41,03/09/22,23571,chain N or chain M,chain C
408,7lxm,P,O,E,3.41,03/09/22,23571,chain P or chain O,chain E
